attendance_id,attendance_date,student_id,attendance_status
9860,2025-04-08,63,Present
9861,2025-04-08,173,Present
9862,2025-04-08,99,Absent
9863,2025-04-08,78,Present
9864,2025-04-08,100,Present
9865,2025-04-08,105,Present
9866,2025-04-08,38,Absent
9867,2025-04-08,77,Present
9868,2025-04-08,182,Present
9869,2025-04-08,225,Present
9870,2025-04-08,165,Present
9871,2025-04-08,159,Present
9872,2025-04-08,206,Late
9873,2025-04-08,197,Absent
9874,2025-04-08,158,Present
9875,2025-04-08,8,Absent
9876,2025-04-08,53,Present
9877,2025-04-08,128,Present
9878,2025-04-08,17,Present
9879,2025-04-08,178,Absent
9880,2025-04-08,26,Absent
9881,2025-04-08,5,Present
9882,2025-04-08,4,Present
9883,2025-04-08,20,Present
9884,2025-04-08,183,Present
9885,2025-04-08,146,Absent
9886,2025-04-08,25,Present
9887,2025-04-08,171,Absent
9888,2025-04-08,135,Absent
9889,2025-04-08,47,Present
9890,2025-04-08,34,Present
9891,2025-04-08,92,Present
9892,2025-04-08,108,Present
9893,2025-04-08,76,Present
9894,2025-04-08,223,Present
9895,2025-04-08,155,Absent
9896,2025-04-08,186,Late
9897,2025-04-08,43,Present
9898,2025-04-08,181,Late
9899,2025-04-08,91,Present
9900,2025-04-08,156,Present
9901,2025-04-08,48,Present
9902,2025-04-08,79,Present
9903,2025-04-08,176,Present
9904,2025-04-08,215,Present
9905,2025-04-08,160,Absent
9906,2025-04-08,40,Present
9907,2025-04-08,195,Present
9908,2025-04-08,114,Present
9909,2025-04-08,1,Present
9910,2025-04-08,56,Present
9911,2025-04-08,161,Absent
9912,2025-04-08,216,Present
9913,2025-04-08,69,Present
9914,2025-04-08,21,Present
9915,2025-04-08,229,Present
9916,2025-04-08,106,Late
9917,2025-04-09,154,Present
9918,2025-04-09,136,Absent
9919,2025-04-09,84,Present
9920,2025-04-09,75,Present
9921,2025-04-09,221,Present
9922,2025-04-09,57,Present
9923,2025-04-09,209,Present
9924,2025-04-09,76,Present
9925,2025-04-09,105,Present
9926,2025-04-09,156,Present
9927,2025-04-09,43,Present
9928,2025-04-09,54,Present
9929,2025-04-09,177,Present
9930,2025-04-09,48,Present
9931,2025-04-09,219,Present
9932,2025-04-09,225,Present
9933,2025-04-09,29,Present
9934,2025-04-09,146,Present
9935,2025-04-09,11,Present
9936,2025-04-09,99,Present
9937,2025-04-09,138,Present
9938,2025-04-09,51,Late
9939,2025-04-09,92,Present
9940,2025-04-09,58,Absent
9941,2025-04-09,73,Present
9942,2025-04-09,60,Present
9943,2025-04-09,52,Present
9944,2025-04-09,165,Present
9945,2025-04-09,112,Absent
9946,2025-04-09,164,Present
9947,2025-04-09,88,Present
9948,2025-04-09,18,Present
9949,2025-04-09,97,Late
9950,2025-04-09,197,Present
9951,2025-04-09,127,Present
9952,2025-04-09,93,Present
9953,2025-04-09,83,Present
9954,2025-04-09,167,Present
9955,2025-04-09,20,Absent
9956,2025-04-09,62,Present
9957,2025-04-09,103,Present
9958,2025-04-09,144,Present
9959,2025-04-09,159,Absent
9960,2025-04-09,5,Present
9961,2025-04-09,113,Present
9962,2025-04-09,98,Present
9963,2025-04-09,10,Present
9964,2025-04-09,95,Present
9965,2025-04-09,139,Present
9966,2025-04-09,7,Present
9967,2025-04-09,171,Present
9968,2025-04-09,189,Present
9969,2025-04-09,201,Present
9970,2025-04-09,162,Present
9971,2025-04-09,182,Present
9972,2025-04-09,188,Absent
9973,2025-04-09,37,Present
9974,2025-04-09,192,Present
9975,2025-04-09,199,Present
9976,2025-04-09,67,Present
9977,2025-04-09,128,Present
9978,2025-04-09,169,Absent
9979,2025-04-09,152,Present
9980,2025-04-09,102,Present
9981,2025-04-09,148,Present
9982,2025-04-09,224,Present
9983,2025-04-09,149,Present
9984,2025-04-09,181,Present
9985,2025-04-09,77,Present
9986,2025-04-09,19,Present
9987,2025-04-09,204,Present
9988,2025-04-09,223,Present
9989,2025-04-09,40,Present
9990,2025-04-09,80,Present
9991,2025-04-09,118,Present
9992,2025-04-09,86,Present
9993,2025-04-09,158,Present
9994,2025-04-09,133,Absent
9995,2025-04-09,217,Absent
9996,2025-04-09,3,Present
9997,2025-04-09,71,Present
9998,2025-04-09,176,Present
9999,2025-04-09,22,Present
10000,2025-04-09,46,Present
10001,2025-04-09,222,Present
10002,2025-04-09,196,Present
10003,2025-04-09,31,Present
10004,2025-04-09,153,Present
10005,2025-04-09,12,Present
10006,2025-04-09,30,Present
10007,2025-04-09,123,Present
10008,2025-04-09,17,Present
10009,2025-04-09,203,Present
10010,2025-04-09,137,Present
10011,2025-04-09,140,Present
10012,2025-04-09,68,Present
10013,2025-04-09,119,Present
10014,2025-04-09,74,Present
10015,2025-04-09,191,Present
10016,2025-04-09,135,Present
10017,2025-04-09,61,Present
10018,2025-04-09,213,Present
10019,2025-04-09,41,Present
10020,2025-04-09,90,Present
10021,2025-04-09,56,Late
10022,2025-04-09,66,Present
10023,2025-04-09,220,Present
10024,2025-04-09,210,Present
10025,2025-04-09,129,Present
10026,2025-04-09,79,Present
10027,2025-04-09,157,Present
10028,2025-04-09,195,Present
10029,2025-04-09,155,Present
10030,2025-04-09,35,Present
10031,2025-04-09,8,Present
10032,2025-04-09,4,Present
10033,2025-04-09,39,Present
10034,2025-04-09,45,Present
10035,2025-04-09,160,Present
10036,2025-04-09,50,Present
10037,2025-04-09,28,Present
10038,2025-04-09,116,Present
10039,2025-04-09,104,Present
10040,2025-04-09,166,Present
10041,2025-04-09,216,Present
10042,2025-04-09,63,Present
10043,2025-04-09,100,Present
10044,2025-04-09,179,Absent
10045,2025-04-09,115,Present
10046,2025-04-09,170,Absent
10047,2025-04-09,108,Absent
10048,2025-04-09,200,Present
10049,2025-04-09,38,Present
10050,2025-04-09,106,Present
10051,2025-04-09,53,Present
10052,2025-04-09,125,Present
10053,2025-04-09,121,Late
10054,2025-04-09,36,Absent
10055,2025-04-09,126,Present
10056,2025-04-09,141,Present
10057,2025-04-09,206,Present
10058,2025-04-09,120,Late
10059,2025-04-09,70,Present
10060,2025-04-09,96,Present
10061,2025-04-09,211,Present
10062,2025-04-09,145,Present
10063,2025-04-09,173,Present
10064,2025-04-09,172,Present
10065,2025-04-10,112,Present
10066,2025-04-10,105,Present
10067,2025-04-10,197,Present
10068,2025-04-10,103,Late
10069,2025-04-10,79,Present
10070,2025-04-10,199,Present
10071,2025-04-10,87,Present
10072,2025-04-10,148,Absent
10073,2025-04-10,127,Present
10074,2025-04-10,116,Present
10075,2025-04-10,93,Present
10076,2025-04-10,137,Present
10077,2025-04-10,211,Present
10078,2025-04-10,149,Present
10079,2025-04-10,75,Present
10080,2025-04-10,192,Present
10081,2025-04-10,38,Present
10082,2025-04-10,129,Present
10083,2025-04-10,61,Present
10084,2025-04-10,14,Present
10085,2025-04-10,86,Present
10086,2025-04-10,19,Present
10087,2025-04-10,186,Present
10088,2025-04-10,111,Present
10089,2025-04-10,174,Late
10090,2025-04-10,173,Present
10091,2025-04-10,198,Present
10092,2025-04-10,144,Present
10093,2025-04-10,205,Present
10094,2025-04-10,203,Present
10095,2025-04-10,74,Present
10096,2025-04-10,54,Present
10097,2025-04-10,210,Present
10098,2025-04-10,128,Present
10099,2025-04-10,133,Present
10100,2025-04-10,39,Present
10101,2025-04-10,171,Present
10102,2025-04-10,226,Present
10103,2025-04-10,138,Present
10104,2025-04-10,114,Present
10105,2025-04-10,49,Present
10106,2025-04-10,181,Present
10107,2025-04-10,69,Present
10108,2025-04-10,8,Present
10109,2025-04-10,95,Present
10110,2025-04-10,145,Present
10111,2025-04-10,35,Present
10112,2025-04-10,36,Present
10113,2025-04-10,142,Present
10114,2025-04-10,48,Present
10115,2025-04-10,98,Present
10116,2025-04-10,136,Absent
10117,2025-04-10,176,Present
10118,2025-04-10,157,Present
10119,2025-04-10,2,Present
10120,2025-04-10,89,Present
10121,2025-04-10,154,Present
10122,2025-04-10,188,Present
10123,2025-04-10,183,Present
10124,2025-04-10,85,Present
10125,2025-04-10,4,Present
10126,2025-04-10,215,Present
10127,2025-04-10,31,Present
10128,2025-04-10,102,Present
10129,2025-04-10,146,Present
10130,2025-04-10,182,Present
10131,2025-04-10,225,Present
10132,2025-04-10,141,Late
10133,2025-04-10,135,Present
10134,2025-04-10,67,Present
10135,2025-04-10,52,Present
10136,2025-04-10,167,Present
10137,2025-04-10,224,Present
10138,2025-04-10,101,Present
10139,2025-04-10,220,Present
10140,2025-04-10,230,Present
10141,2025-04-10,12,Present
10142,2025-04-10,25,Present
10143,2025-04-10,189,Present
10144,2025-04-10,15,Present
10145,2025-04-10,20,Present
10146,2025-04-10,195,Present
10147,2025-04-10,96,Present
10148,2025-04-10,53,Present
10149,2025-04-10,160,Present
10150,2025-04-10,200,Present
10151,2025-04-10,213,Present
10152,2025-04-10,217,Present
10153,2025-04-10,161,Present
10154,2025-04-10,60,Present
10155,2025-04-10,47,Absent
10156,2025-04-10,172,Present
10157,2025-04-10,45,Present
10158,2025-04-10,7,Present
10159,2025-04-10,63,Present
10160,2025-04-10,30,Present
10161,2025-04-10,26,Present
10162,2025-04-10,56,Present
10163,2025-04-10,11,Present
10164,2025-04-10,28,Present
10165,2025-04-10,42,Present
10166,2025-04-10,120,Absent
10167,2025-04-10,58,Present
10168,2025-04-10,72,Present
10169,2025-04-10,206,Present
10170,2025-04-10,222,Present
10171,2025-04-10,24,Late
10172,2025-04-10,201,Present
10173,2025-04-10,65,Present
10174,2025-04-10,155,Present
10175,2025-04-10,27,Absent
10176,2025-04-10,139,Present
10177,2025-04-10,118,Present
10178,2025-04-10,209,Absent
10179,2025-04-10,40,Present
10180,2025-04-10,88,Present
10181,2025-04-10,177,Present
10182,2025-04-10,131,Present
10183,2025-04-10,110,Present
10184,2025-04-10,97,Present
10185,2025-04-10,50,Absent
10186,2025-04-10,219,Absent
10187,2025-04-10,221,Present
10188,2025-04-10,204,Present
10189,2025-04-10,169,Present
10190,2025-04-10,83,Present
10191,2025-04-10,6,Present
10192,2025-04-10,43,Present
10193,2025-04-10,51,Present
10194,2025-04-10,178,Present
10195,2025-04-10,80,Present
10196,2025-04-10,152,Present
10197,2025-04-10,196,Present
10198,2025-04-10,164,Present
10199,2025-04-10,1,Present
10200,2025-04-10,90,Present
10201,2025-04-10,191,Late
10202,2025-04-10,78,Present
10203,2025-04-10,218,Present
10204,2025-04-10,223,Present
10205,2025-04-10,37,Present
10206,2025-04-10,123,Present
10207,2025-04-10,17,Present
10208,2025-04-10,84,Present
10209,2025-04-10,21,Present
10210,2025-04-10,22,Present
10211,2025-04-10,46,Present
10212,2025-04-10,126,Absent
10213,2025-04-11,86,Present
10214,2025-04-11,195,Present
10215,2025-04-11,183,Absent
10216,2025-04-11,222,Present
10217,2025-04-11,90,Present
10218,2025-04-11,106,Present
10219,2025-04-11,203,Present
10220,2025-04-11,102,Present
10221,2025-04-11,173,Present
10222,2025-04-11,148,Present
10223,2025-04-11,56,Present
10224,2025-04-11,71,Present
10225,2025-04-11,178,Present
10226,2025-04-11,49,Present
10227,2025-04-11,45,Present
10228,2025-04-11,167,Present
10229,2025-04-11,41,Present
10230,2025-04-11,185,Present
10231,2025-04-11,47,Late
10232,2025-04-11,154,Present
10233,2025-04-11,152,Present
10234,2025-04-11,15,Present
10235,2025-04-11,98,Present
10236,2025-04-11,27,Absent
10237,2025-04-11,38,Present
10238,2025-04-11,30,Present
10239,2025-04-11,226,Present
10240,2025-04-11,164,Present
10241,2025-04-11,50,Present
10242,2025-04-11,139,Present
10243,2025-04-11,151,Absent
10244,2025-04-11,156,Present
10245,2025-04-11,39,Present
10246,2025-04-11,166,Present
10247,2025-04-11,76,Absent
10248,2025-04-11,179,Absent
10249,2025-04-11,118,Present
10250,2025-04-11,20,Present
10251,2025-04-11,216,Present
10252,2025-04-11,162,Absent
10253,2025-04-11,129,Present
10254,2025-04-11,174,Present
10255,2025-04-11,140,Present
10256,2025-04-11,75,Late
10257,2025-04-11,65,Present
10258,2025-04-11,5,Present
10259,2025-04-11,19,Present
10260,2025-04-11,2,Present
10261,2025-04-11,51,Present
10262,2025-04-11,111,Present
10263,2025-04-11,160,Present
10264,2025-04-11,176,Absent
10265,2025-04-11,43,Present
10266,2025-04-11,230,Present
10267,2025-04-11,40,Present
10268,2025-04-11,142,Present
10269,2025-04-11,92,Present
10270,2025-04-11,212,Present
10271,2025-04-11,136,Present
10272,2025-04-11,62,Late
10273,2025-04-11,197,Present
10274,2025-04-11,58,Present
10275,2025-04-11,120,Present
10276,2025-04-11,188,Late
10277,2025-04-11,131,Present
10278,2025-04-11,74,Absent
10279,2025-04-11,126,Present
10280,2025-04-11,29,Present
10281,2025-04-11,199,Present
10282,2025-04-11,125,Present
10283,2025-04-11,17,Present
10284,2025-04-11,61,Present
10285,2025-04-11,137,Present
10286,2025-04-11,192,Late
10287,2025-04-11,66,Present
10288,2025-04-11,103,Present
10289,2025-04-11,181,Present
10290,2025-04-11,211,Present
10291,2025-04-11,215,Present
10292,2025-04-11,223,Present
10293,2025-04-11,34,Present
10294,2025-04-11,155,Present
10295,2025-04-11,115,Present
10296,2025-04-11,113,Present
10297,2025-04-11,228,Present
10298,2025-04-11,150,Present
10299,2025-04-11,26,Present
10300,2025-04-11,145,Present
10301,2025-04-11,36,Absent
10302,2025-04-11,104,Present
10303,2025-04-11,138,Present
10304,2025-04-11,54,Present
10305,2025-04-11,89,Absent
10306,2025-04-11,67,Present
10307,2025-04-11,95,Present
10308,2025-04-11,77,Present
10309,2025-04-11,91,Present
10310,2025-04-11,204,Present
10311,2025-04-11,28,Present
10312,2025-04-11,78,Late
10313,2025-04-11,172,Absent
10314,2025-04-11,101,Present
10315,2025-04-11,7,Present
10316,2025-04-11,60,Present
10317,2025-04-11,170,Present
10318,2025-04-11,217,Present
10319,2025-04-11,79,Present
10320,2025-04-11,18,Present
10321,2025-04-11,201,Present
10322,2025-04-11,97,Present
10323,2025-04-11,210,Present
10324,2025-04-11,4,Present
10325,2025-04-11,205,Late
10326,2025-04-11,42,Present
10327,2025-04-11,108,Present
10328,2025-04-11,130,Present
10329,2025-04-11,208,Present
10330,2025-04-11,229,Late
10331,2025-04-11,105,Absent
10332,2025-04-11,209,Present
10333,2025-04-11,68,Present
10334,2025-04-11,22,Present
10335,2025-04-11,3,Present
10336,2025-04-11,53,Present
10337,2025-04-11,11,Late
10338,2025-04-11,220,Present
10339,2025-04-11,116,Present
10340,2025-04-11,63,Present
10341,2025-04-11,55,Present
10342,2025-04-11,191,Present
10343,2025-04-11,31,Present
10344,2025-04-11,141,Present
10345,2025-04-11,99,Present
10346,2025-04-11,186,Present
10347,2025-04-11,25,Present
10348,2025-04-11,171,Present
10349,2025-04-11,12,Present
10350,2025-04-11,37,Present
10351,2025-04-11,218,Present
10352,2025-04-11,144,Present
10353,2025-04-11,112,Present
10354,2025-04-11,21,Present
10355,2025-04-11,213,Present
10356,2025-04-11,123,Absent
10357,2025-04-11,135,Present
10358,2025-04-11,1,Present
10359,2025-04-11,200,Present
10360,2025-04-11,165,Late
10361,2025-04-14,120,Present
10362,2025-04-14,149,Present
10363,2025-04-14,57,Present
10364,2025-04-14,41,Present
10365,2025-04-14,74,Present
10366,2025-04-14,53,Present
10367,2025-04-14,6,Present
10368,2025-04-14,177,Present
10369,2025-04-14,55,Present
10370,2025-04-14,222,Present
10371,2025-04-14,22,Absent
10372,2025-04-14,35,Present
10373,2025-04-14,130,Present
10374,2025-04-14,71,Present
10375,2025-04-14,97,Present
10376,2025-04-14,176,Present
10377,2025-04-14,142,Present
10378,2025-04-14,151,Late
10379,2025-04-14,2,Present
10380,2025-04-14,191,Present
10381,2025-04-14,99,Present
10382,2025-04-14,198,Present
10383,2025-04-14,203,Present
10384,2025-04-14,127,Present
10385,2025-04-14,189,Present
10386,2025-04-14,139,Late
10387,2025-04-14,11,Present
10388,2025-04-14,221,Present
10389,2025-04-14,105,Present
10390,2025-04-14,12,Present
10391,2025-04-14,42,Present
10392,2025-04-14,87,Present
10393,2025-04-14,25,Present
10394,2025-04-14,197,Present
10395,2025-04-14,68,Present
10396,2025-04-14,8,Present
10397,2025-04-14,80,Present
10398,2025-04-14,219,Present
10399,2025-04-14,173,Absent
10400,2025-04-14,136,Present
10401,2025-04-14,126,Absent
10402,2025-04-14,76,Present
10403,2025-04-14,174,Present
10404,2025-04-14,179,Present
10405,2025-04-14,223,Present
10406,2025-04-14,48,Present
10407,2025-04-14,66,Present
10408,2025-04-14,118,Present
10409,2025-04-14,52,Absent
10410,2025-04-14,125,Present
10411,2025-04-14,85,Present
10412,2025-04-14,37,Present
10413,2025-04-14,28,Present
10414,2025-04-14,178,Present
10415,2025-04-14,181,Present
10416,2025-04-14,54,Present
10417,2025-04-14,166,Present
10418,2025-04-14,156,Present
10419,2025-04-14,19,Late
10420,2025-04-14,211,Present
10421,2025-04-14,60,Present
10422,2025-04-14,192,Present
10423,2025-04-14,112,Present
10424,2025-04-14,49,Present
10425,2025-04-14,141,Present
10426,2025-04-14,167,Present
10427,2025-04-14,144,Present
10428,2025-04-14,1,Present
10429,2025-04-14,188,Present
10430,2025-04-14,26,Present
10431,2025-04-14,38,Present
10432,2025-04-14,47,Present
10433,2025-04-14,215,Present
10434,2025-04-14,90,Absent
10435,2025-04-14,21,Present
10436,2025-04-14,159,Present
10437,2025-04-14,123,Present
10438,2025-04-14,101,Present
10439,2025-04-14,182,Present
10440,2025-04-14,3,Present
10441,2025-04-14,119,Present
10442,2025-04-14,135,Absent
10443,2025-04-14,83,Present
10444,2025-04-14,58,Present
10445,2025-04-14,63,Late
10446,2025-04-14,20,Present
10447,2025-04-14,186,Present
10448,2025-04-14,110,Present
10449,2025-04-14,183,Present
10450,2025-04-14,103,Present
10451,2025-04-14,96,Present
10452,2025-04-14,155,Present
10453,2025-04-14,114,Present
10454,2025-04-14,75,Present
10455,2025-04-14,160,Present
10456,2025-04-14,128,Present
10457,2025-04-14,161,Present
10458,2025-04-14,65,Absent
10459,2025-04-14,220,Absent
10460,2025-04-14,172,Present
10461,2025-04-14,218,Present
10462,2025-04-14,27,Present
10463,2025-04-14,72,Late
10464,2025-04-14,70,Present
10465,2025-04-14,170,Present
10466,2025-04-14,229,Present
10467,2025-04-14,121,Absent
10468,2025-04-14,111,Present
10469,2025-04-14,100,Present
10470,2025-04-14,204,Present
10471,2025-04-14,17,Present
10472,2025-04-14,133,Present
10473,2025-04-14,205,Present
10474,2025-04-14,165,Present
10475,2025-04-14,78,Present
10476,2025-04-14,208,Present
10477,2025-04-14,154,Present
10478,2025-04-14,61,Present
10479,2025-04-14,39,Present
10480,2025-04-14,104,Present
10481,2025-04-14,169,Present
10482,2025-04-14,67,Present
10483,2025-04-14,34,Present
10484,2025-04-14,86,Present
10485,2025-04-14,92,Present
10486,2025-04-14,225,Present
10487,2025-04-14,124,Present
10488,2025-04-14,18,Present
10489,2025-04-14,89,Present
10490,2025-04-14,98,Present
10491,2025-04-14,46,Present
10492,2025-04-14,5,Late
10493,2025-04-14,113,Present
10494,2025-04-14,217,Late
10495,2025-04-14,50,Present
10496,2025-04-14,213,Present
10497,2025-04-14,95,Present
10498,2025-04-14,171,Present
10499,2025-04-14,43,Present
10500,2025-04-14,201,Present
10501,2025-04-14,102,Present
10502,2025-04-14,14,Present
10503,2025-04-14,45,Present
10504,2025-04-14,146,Present
10505,2025-04-14,145,Present
10506,2025-04-14,62,Present
10507,2025-04-14,106,Present
10508,2025-04-14,212,Present
10509,2025-04-15,119,Present
10510,2025-04-15,74,Present
10511,2025-04-15,52,Absent
10512,2025-04-15,171,Present
10513,2025-04-15,222,Present
10514,2025-04-15,179,Present
10515,2025-04-15,104,Present
10516,2025-04-15,22,Present
10517,2025-04-15,150,Present
10518,2025-04-15,131,Present
10519,2025-04-15,197,Present
10520,2025-04-15,205,Present
10521,2025-04-15,152,Present
10522,2025-04-15,229,Present
10523,2025-04-15,51,Present
10524,2025-04-15,121,Present
10525,2025-04-15,77,Present
10526,2025-04-15,174,Present
10527,2025-04-15,203,Present
10528,2025-04-15,102,Late
10529,2025-04-15,224,Present
10530,2025-04-15,106,Present
10531,2025-04-15,158,Present
10532,2025-04-15,126,Present
10533,2025-04-15,45,Present
10534,2025-04-15,90,Present
10535,2025-04-15,17,Present
10536,2025-04-15,56,Present
10537,2025-04-15,65,Present
10538,2025-04-15,220,Present
10539,2025-04-15,201,Present
10540,2025-04-15,92,Present
10541,2025-04-15,200,Present
10542,2025-04-15,164,Present
10543,2025-04-15,111,Absent
10544,2025-04-15,89,Present
10545,2025-04-15,133,Present
10546,2025-04-15,28,Present
10547,2025-04-15,114,Present
10548,2025-04-15,125,Present
10549,2025-04-15,154,Present
10550,2025-04-15,6,Present
10551,2025-04-15,178,Present
10552,2025-04-15,78,Present
10553,2025-04-15,75,Present
10554,2025-04-15,66,Present
10555,2025-04-15,199,Present
10556,2025-04-15,91,Present
10557,2025-04-15,145,Present
10558,2025-04-15,151,Present
10559,2025-04-15,86,Present
10560,2025-04-15,162,Present
10561,2025-04-15,11,Present
10562,2025-04-15,115,Present
10563,2025-04-15,57,Absent
10564,2025-04-15,211,Present
10565,2025-04-15,100,Present
10566,2025-04-15,185,Present
10567,2025-04-15,128,Present
10568,2025-04-15,165,Absent
10569,2025-04-15,18,Present
10570,2025-04-15,217,Present
10571,2025-04-15,48,Present
10572,2025-04-15,31,Present
10573,2025-04-15,186,Present
10574,2025-04-15,40,Present
10575,2025-04-15,196,Present
10576,2025-04-15,84,Present
10577,2025-04-15,153,Present
10578,2025-04-15,42,Present
10579,2025-04-15,112,Present
10580,2025-04-15,46,Present
10581,2025-04-15,221,Absent
10582,2025-04-15,50,Present
10583,2025-04-15,219,Present
10584,2025-04-15,129,Present
10585,2025-04-15,160,Present
10586,2025-04-15,71,Present
10587,2025-04-15,7,Present
10588,2025-04-15,120,Present
10589,2025-04-15,161,Present
10590,2025-04-15,41,Absent
10591,2025-04-15,99,Present
10592,2025-04-15,155,Present
10593,2025-04-15,159,Present
10594,2025-04-15,95,Present
10595,2025-04-15,67,Present
10596,2025-04-15,206,Present
10597,2025-04-15,216,Present
10598,2025-04-15,230,Present
10599,2025-04-15,223,Present
10600,2025-04-15,103,Present
10601,2025-04-15,146,Present
10602,2025-04-15,137,Present
10603,2025-04-15,116,Present
10604,2025-04-15,183,Present
10605,2025-04-15,176,Present
10606,2025-04-15,4,Present
10607,2025-04-15,20,Present
10608,2025-04-15,127,Absent
10609,2025-04-15,215,Present
10610,2025-04-15,83,Present
10611,2025-04-15,170,Present
10612,2025-04-15,166,Present
10613,2025-04-15,53,Present
10614,2025-04-15,156,Late
10615,2025-04-15,62,Present
10616,2025-04-15,26,Present
10617,2025-04-15,79,Present
10618,2025-04-15,34,Present
10619,2025-04-15,105,Present
10620,2025-04-15,172,Present
10621,2025-04-15,97,Present
10622,2025-04-15,149,Present
10623,2025-04-15,5,Present
10624,2025-04-15,142,Present
10625,2025-04-15,47,Present
10626,2025-04-15,10,Present
10627,2025-04-15,101,Absent
10628,2025-04-15,188,Present
10629,2025-04-15,14,Present
10630,2025-04-15,212,Present
10631,2025-04-15,130,Present
10632,2025-04-15,213,Present
10633,2025-04-15,140,Present
10634,2025-04-15,54,Present
10635,2025-04-15,88,Present
10636,2025-04-15,141,Present
10637,2025-04-15,87,Absent
10638,2025-04-15,139,Present
10639,2025-04-15,148,Late
10640,2025-04-15,93,Present
10641,2025-04-15,36,Present
10642,2025-04-15,73,Absent
10643,2025-04-15,58,Present
10644,2025-04-15,118,Late
10645,2025-04-15,49,Present
10646,2025-04-15,123,Absent
10647,2025-04-15,189,Present
10648,2025-04-15,76,Present
10649,2025-04-15,29,Present
10650,2025-04-15,195,Present
10651,2025-04-15,124,Present
10652,2025-04-15,61,Present
10653,2025-04-15,96,Present
10654,2025-04-15,209,Present
10655,2025-04-15,198,Present
10656,2025-04-15,70,Present
10657,2025-04-16,65,Present
10658,2025-04-16,43,Present
10659,2025-04-16,70,Present
10660,2025-04-16,210,Present
10661,2025-04-16,4,Present
10662,2025-04-16,176,Present
10663,2025-04-16,75,Present
10664,2025-04-16,78,Present
10665,2025-04-16,20,Late
10666,2025-04-16,201,Present
10667,2025-04-16,24,Present
10668,2025-04-16,39,Present
10669,2025-04-16,150,Present
10670,2025-04-16,188,Late
10671,2025-04-16,18,Present
10672,2025-04-16,191,Present
10673,2025-04-16,115,Present
10674,2025-04-16,91,Present
10675,2025-04-16,220,Present
10676,2025-04-16,195,Present
10677,2025-04-16,97,Late
10678,2025-04-16,153,Present
10679,2025-04-16,73,Present
10680,2025-04-16,35,Present
10681,2025-04-16,102,Present
10682,2025-04-16,165,Present
10683,2025-04-16,129,Present
10684,2025-04-16,53,Present
10685,2025-04-16,189,Present
10686,2025-04-16,29,Present
10687,2025-04-16,14,Present
10688,2025-04-16,156,Present
10689,2025-04-16,57,Present
10690,2025-04-16,223,Present
10691,2025-04-16,121,Present
10692,2025-04-16,54,Present
10693,2025-04-16,51,Late
10694,2025-04-16,110,Present
10695,2025-04-16,174,Present
10696,2025-04-16,158,Present
10697,2025-04-16,222,Present
10698,2025-04-16,56,Present
10699,2025-04-16,181,Present
10700,2025-04-16,74,Present
10701,2025-04-16,179,Present
10702,2025-04-16,87,Present
10703,2025-04-16,5,Present
10704,2025-04-16,192,Present
10705,2025-04-16,178,Present
10706,2025-04-16,213,Present
10707,2025-04-16,114,Present
10708,2025-04-16,141,Late
10709,2025-04-16,55,Present
10710,2025-04-16,124,Present
10711,2025-04-16,112,Present
10712,2025-04-16,46,Present
10713,2025-04-16,133,Present
10714,2025-04-16,77,Present
10715,2025-04-16,10,Present
10716,2025-04-16,52,Late
10717,2025-04-16,68,Present
10718,2025-04-16,96,Late
10719,2025-04-16,28,Present
10720,2025-04-16,89,Present
10721,2025-04-16,166,Present
10722,2025-04-16,17,Absent
10723,2025-04-16,216,Late
10724,2025-04-16,149,Present
10725,2025-04-16,212,Present
10726,2025-04-16,38,Present
10727,2025-04-16,159,Present
10728,2025-04-16,72,Present
10729,2025-04-16,211,Present
10730,2025-04-16,197,Present
10731,2025-04-16,154,Present
10732,2025-04-16,217,Present
10733,2025-04-16,103,Present
10734,2025-04-16,120,Present
10735,2025-04-16,137,Present
10736,2025-04-16,66,Present
10737,2025-04-16,138,Present
10738,2025-04-16,208,Present
10739,2025-04-16,45,Present
10740,2025-04-16,2,Present
10741,2025-04-16,88,Present
10742,2025-04-16,209,Present
10743,2025-04-16,118,Present
10744,2025-04-16,139,Present
10745,2025-04-16,50,Present
10746,2025-04-16,105,Present
10747,2025-04-16,119,Present
10748,2025-04-16,151,Present
10749,2025-04-16,62,Present
10750,2025-04-16,198,Present
10751,2025-04-16,126,Present
10752,2025-04-16,1,Present
10753,2025-04-16,106,Present
10754,2025-04-16,58,Present
10755,2025-04-16,60,Absent
10756,2025-04-16,99,Present
10757,2025-04-16,172,Present
10758,2025-04-16,63,Present
10759,2025-04-16,79,Present
10760,2025-04-16,125,Present
10761,2025-04-16,142,Present
10762,2025-04-16,36,Present
10763,2025-04-16,219,Present
10764,2025-04-16,161,Present
10765,2025-04-16,80,Present
10766,2025-04-16,215,Late
10767,2025-04-16,111,Present
10768,2025-04-16,85,Present
10769,2025-04-16,108,Late
10770,2025-04-16,34,Present
10771,2025-04-16,157,Late
10772,2025-04-16,76,Present
10773,2025-04-16,171,Present
10774,2025-04-16,146,Present
10775,2025-04-16,130,Present
10776,2025-04-16,12,Present
10777,2025-04-16,144,Present
10778,2025-04-16,41,Present
10779,2025-04-16,225,Present
10780,2025-04-16,11,Present
10781,2025-04-16,221,Present
10782,2025-04-16,160,Present
10783,2025-04-16,229,Present
10784,2025-04-16,226,Present
10785,2025-04-16,19,Present
10786,2025-04-16,49,Present
